,unsat_SMILE,sat_SMILE,unsat_enthalpy,sat_enthalpy,nH2,pH2,delta_H
11264,CC1=CC2(CN2)C2NC12,CC1CC2(CN2)C2NC12,-381.568733,-382.780506,1,1.62,117.281085
11265,CC1=CC2(CN2)C2OC12,CC1CC2(CN2)C2OC12,-401.439591,-402.652326,1,1.61,119.806816
11266,CC1=CC2(CO2)C2CC12,CC1CC2(CO2)C2CC12,-385.406994,-386.614162,1,1.62,105.1906575
11267,CC1=CC2(CO2)C2NC12,CC1CC2(CO2)C2NC12,-401.439555,-402.652294,1,1.61,119.817318
11268,CC1=CC2(CO2)C2OC12,CC1CC2(CO2)C2OC12,-421.309695,-422.523698,1,1.6,123.13595
11269,CC1=CC2(CC2)CC1=O,CC1CC2(CC2)CC1O,-385.455753,-387.837858,2,3.2,62.87941225
11270,CC1=CC2(CO2)CC1=O,CC1CC2(CO2)CC1O,-421.364744,-423.750948,2,3.15,68.2603745
11271,CC1=CC23CC2(C1)OC3,CC1CC23CC2(C1)OC3,-385.383278,-386.588223,1,1.62,99.354171
11272,CC1=CC23CC2(CC3)C1,CC1CC23CC2(CC3)C1,-349.485691,-350.689165,1,1.65,95.4920605
11273,CC1=CC23CCC2(C1)N3,CC1CC23CCC2(C1)N3,-365.520881,-366.729607,1,1.64,109.2811865
11274,CC1=CC23CCC2(C1)O3,CC1CC23CCC2(C1)O3,-385.391259,-386.603782,1,1.62,119.25021
11275,CC1=CC23CC4C2C1C34,CC1CC23CC4C2C1C34,-348.210328,-349.438494,1,1.68,160.3209065
11276,CC1=CC23CC4C2C1N34,CC1CC23CC4C2C1N34,-364.245617,-365.474997,1,1.66,163.5082635
11277,CC1=CC23CN4C2C1C34,CC1CC23CN4C2C1C34,-364.2336,-365.461518,1,1.66,159.6697825
11278,CC1=CC23OC4C2C1C34,CC1CC23OC4C2C1C34,-384.099346,-385.330085,1,1.65,167.076318
11279,CC1=CC23CC1C2CO3,CC1CC23CC1C2CO3,-385.307619,-386.530934,1,1.62,147.584606
11280,CC1=CC23CCC2C1C3,CC1CC23CCC2C1C3,-349.415915,-350.638103,1,1.65,144.6256675
11281,CC1=CC23CCC2C1O3,CC1CC23CCC2C1O3,-385.306508,-386.533913,1,1.62,158.322901
11282,CC1=CC23COC2C1C3,CC1CC23COC2C1C3,-385.308425,-386.531909,1,1.62,148.0283155
11283,CC1=CC23COC2C1O3,CC1CC23COC2C1O3,-421.194367,-422.421405,1,1.6,157.3593425
11284,CC1=CC2=CCC3C1C23,CC1CC2CCC3C1C23,-348.252269,-350.726886,2,3.3,184.3245402
11285,CC1=CC2=CCCC2C1,CC1CC2CCCC2C1,-349.540301,-351.953208,2,3.25,103.3147378
11286,CC1=CC2=CCOC2C1,CC1CC2CCOC2C1,-385.440745,-387.862213,2,3.2,114.5531905
11287,CC1=CC2C(C1)C2(C)C,CC1CC2C(C1)C2(C)C,-350.72187,-351.922753,1,1.62,88.68939
11288,CC1=CC2C(C1)C2(C)O,CC1CC2C(C1)C2(C)O,-386.636829,-387.837895,1,1.6,89.1698565
11289,CC1=CC2C(C=O)N2C1,CC1CC2C(CO)N2C1,-401.467474,-403.861172,2,3.17,78.098123
11290,CC1=CC2C3C1CC23C,CC1CC2C3C1CC23C,-349.492879,-350.706663,1,1.65,122.5609655
11291,CC1=CC2C3C1CC23O,CC1CC2C3C1CC23O,-385.406019,-386.620251,1,1.62,123.7371895
11292,CC1=CC2C3C1OC23C,CC1CC2C3C1OC23C,-385.395946,-386.612531,1,1.62,129.914991
11293,CC1=CC2C3C2C2C3C12,CC1CC2C3C2C2C3C12,-348.263934,-349.459485,1,1.68,74.690224
11294,CC1=CC2C3C2N2C3C12,CC1CC2C3C2N2C3C12,-364.300772,-365.496744,1,1.66,75.7955595
11295,CC1=CC2C3C4C(C13)N24,CC1CC2C3C4C(C13)N24,-364.304989,-365.51579,1,1.66,114.729099
11296,CC1=CC2C3C4C1C2N34,CC1CC2C3C4C1C2N34,-364.310845,-365.521748,1,1.66,114.9969
11297,CC1=CC2C3C4C2C1N34,CC1CC2C3C4C2C1N34,-364.304729,-365.515967,1,1.66,115.8764425
11298,CC1=CC2C3C4C3C1C24,CC1CC2C3C4C3C1C24,-348.267994,-349.478569,1,1.68,114.135736
11299,CC1=CC2C3C4C3N2C14,CC1CC2C3C4C3N2C14,-364.297882,-365.509608,1,1.66,117.1576865
11300,CC1=CC2C3C4CC13C24,CC1CC2C3C4CC13C24,-348.210468,-349.438651,1,1.68,160.36554
11301,CC1=CC2C3C4CC13N24,CC1CC2C3C4CC13N24,-364.245793,-365.475196,1,1.66,163.56865
11302,CC1=CC2C3C4OC13C24,CC1CC2C3C4OC13C24,-384.099895,-385.330318,1,1.65,166.24666
11303,CC1=CC2C3N4CC13C24,CC1CC2C3N4CC13C24,-364.233455,-365.461653,1,1.66,160.4049225
11304,CC1=CC2C3C=CC1C23,CC1CC2C3CCC1C23,-348.311534,-350.731052,2,3.3,111.993328
11305,CC1=CC2C3C=CC2C13,CC1CC2C3CCC2C13,-348.274356,-350.727763,2,3.3,156.4811127
11306,CC1=CC2C3CC(C1)C23,CC1CC2C3CC(C1)C23,-349.50179,-350.701954,1,1.65,86.8016555
11307,CC1=CC2C3OC(C1)C23,CC1CC2C3OC(C1)C23,-385.404582,-386.60189,1,1.62,79.3032275
11308,CC1=CC2C3CC1(C)C23,CC1CC2C3CC1(C)C23,-349.49351,-350.706154,1,1.65,119.5678955
11309,CC1=CC2C3CC1(O)C23,CC1CC2C3CC1(O)C23,-385.408262,-386.621607,1,1.62,121.408371
11310,CC1=CC2C3N2CC13C,CC1CC2C3N2CC13C,-365.525964,-366.738906,1,1.64,120.3502945
11311,CC1=CC2C3N2CC13O,CC1CC2C3N2CC13O,-401.441303,-402.653445,1,1.61,118.2498945
11312,CC1=CC2C3OC1(C)C23,CC1CC2C3OC1(C)C23,-385.397201,-386.612494,1,1.62,126.522845
11313,CC1=CC2C3CC1C23C,CC1CC2C3CC1C23C,-349.493446,-350.704718,1,1.65,115.9657095
11314,CC1=CC2C3CC1C23O,CC1CC2C3CC1C23O,-385.406076,-386.615694,1,1.62,111.6231325
11315,CC1=CC2C3OC1C23C,CC1CC2C3OC1C23C,-385.392429,-386.607285,1,1.62,125.3755015
11316,CC1=CC2C3OC1C23O,CC1CC2C3OC1C23O,-421.303568,-422.518042,1,1.6,124.3725605
11317,CC1=CC2C3CC1CC23,CC1CC2C3CC1CC23,-349.539211,-350.739075,1,1.65,86.0140055
11318,CC1=CC2C3CC1OC23,CC1CC2C3CC1OC23,-385.439097,-386.642284,1,1.62,94.738542
11319,CC1=CC2C3OC1OC23,CC1CC2C3OC1OC23,-421.342604,-422.547646,1,1.6,99.6088445
11320,CC1=CC2C3CC2(C)C13,CC1CC2C3CC2(C)C13,-349.472871,-350.693355,1,1.65,140.1518155
11321,CC1=CC2C3CC2(O)C13,CC1CC2C3CC2(O)C13,-385.390614,-386.612855,1,1.62,144.764819
11322,CC1=CC2C3OC2(C)C13,CC1CC2C3OC2(C)C13,-385.372046,-386.592391,1,1.62,139.786871
11323,CC1=CC2N3CC2(O)C13,CC1CC2N3CC2(O)C13,-401.418657,-402.641928,1,1.61,147.469084
11324,CC1=CC2C3CC2(C1)O3,CC1CC2C3CC2(C1)O3,-385.34553,-386.554397,1,1.62,109.651382
11325,CC1=CC2C3CC2(C3)C1,CC1CC2C3CC2(C3)C1,-349.455904,-350.662467,1,1.65,103.60223
11326,CC1=CC2C3CC2C13C,CC1CC2C3CC2C13C,-349.468893,-350.691427,1,1.65,145.5340905
11327,CC1=CC2C3CC2C13O,CC1CC2C3CC2C13O,-385.386023,-386.609301,1,1.62,147.4874625
11328,CC1=CC2C3OC2C13C,CC1CC2C3OC2C13C,-385.366106,-386.5879,1,1.62,143.5912205
11329,CC1=CC2C3OC2C13O,CC1CC2C3OC2C13O,-421.277999,-422.499965,1,1.6,144.0428065
11330,CC1=CC2C3CC1C2O3,CC1CC2C3CC1C2O3,-385.419909,-386.630585,1,1.62,114.4009115
11331,CC1=CC2C3CC2C1C3,CC1CC2C3CC2C1C3,-349.514577,-350.726443,1,1.65,117.5252565
11332,CC1=CC2C3CC2C1O3,CC1CC2C3CC2C1O3,-385.418563,-386.632363,1,1.62,122.6029735
11333,CC1=CC2C3CC2C3C1,CC1CC2C3CC2C3C1,-349.485504,-350.68963,1,1.65,97.2038865
11334,CC1=CC2C3OC2C3C1,CC1CC2C3OC2C3C1,-385.381788,-386.585884,1,1.62,97.1251215
11335,CC1=CC2C3CC3C2C1,CC1CC2C3CC3C2C1,-349.494954,-350.69669,1,1.65,90.9289415
11336,CC1=CC2C3OC3C2C1,CC1CC2C3OC3C2C1,-385.402334,-386.606826,1,1.62,98.1648195
11337,CC1=CC2C3CC=C1C23,CC1CC2C3CCC1C23,-348.253198,-350.731052,2,3.3,188.573912
11338,CC1=CC2C3CCC1C23,CC1CC2C3CCC1C23,-349.525011,-350.731052,1,1.65,102.231719
11339,CC1=CC2C3COC1C23,CC1CC2C3COC1C23,-385.429166,-386.639658,1,1.62,113.9178195
11340,CC1=CC2C3OCC1C23,CC1CC2C3OCC1C23,-385.425237,-386.634374,1,1.62,110.360267
11341,CC1=CC2C3CCC2C13,CC1CC2C3CCC2C13,-349.504358,-350.727763,1,1.65,147.820901
11342,CC1=CC2C3COC2C13,CC1CC2C3COC2C13,-385.409052,-386.628808,1,1.62,138.2404515
11343,CC1=CC2C=CC1C2=O,CC1CC2CCC1C2O,-384.247822,-387.864316,3,4.8,100.8060725
11344,CC1=CC2C=CCC2C1,CC1CC2CCCC2C1,-349.541092,-351.953208,2,3.25,102.2763525
11345,CC1=CC2CC(=O)C2C1,CC1CC2CC(O)C2C1,-385.455026,-387.841574,2,3.2,68.7119605
11346,CC1=CC2CC(C)(C1)O2,CC1CC2CC(C)(C1)O2,-386.635143,-387.840314,1,1.6,99.947534
11347,CC1=CC2CC(C)(C2)C1,CC1CC2CC(C)(C2)C1,-350.725171,-351.929062,1,1.62,96.586894
11348,CC1=CC2CC(O)(C2)C1,CC1CC2CC(O)(C2)C1,-386.643881,-387.847805,1,1.6,96.6735355
11349,CC1=CC2CC(C1)C2=O,CC1CC2CC(C1)C2O,-385.448193,-387.840657,2,3.2,76.4781895
11350,CC1=CC2OC(C1)C2=O,CC1CC2OC(C1)C2O,-421.34992,-423.749675,2,3.15,86.04944975
11351,CC1=CC2CC(C2)C1=O,CC1CC2CC(C2)C1O,-385.452819,-387.839253,2,3.2,68.562307
11352,CC1=CC2CC(O2)C1=O,CC1CC2CC(O2)C1O,-421.35334,-423.754489,2,3.15,87.87942325
11353,CC1=CC2CC1(C)C2=O,CC1CC2CC1(C)C2O,-385.430412,-387.842237,2,3.2,101.8943423
11354,CC1=CC2CC1(O)C2=O,CC1CC2CC1(O)C2O,-421.345576,-423.759144,2,3.15,104.1824655
11355,CC1=CC2OC1(C)C2=O,CC1CC2OC1(C)C2O,-421.334095,-423.752311,2,3.15,110.2841275
11356,CC1=CC2CC11CCC21,CC1CC2CC11CCC21,-349.416538,-350.637871,1,1.65,142.380865
11357,CC1=CC2CC11COC21,CC1CC2CC11COC21,-385.309064,-386.5322,1,1.62,147.1146415
11358,CC1=CC2CC11OCC21,CC1CC2CC11OCC21,-385.308771,-386.529276,1,1.62,140.206951
11359,CC1=CC2OC11CCC21,CC1CC2OC11CCC21,-385.306704,-386.53397,1,1.62,157.9579565
11360,CC1=CC2OC11COC21,CC1CC2OC11COC21,-421.194799,-422.421783,1,1.6,157.2175655
11361,CC1=CC2CC(=O)C1O2,CC1CC2CC(O)C1O2,-421.369199,-423.769897,2,3.15,87.287373
11362,CC1=CC2CC1C1CC21,CC1CC2CC1C1CC21,-349.506869,-350.724338,1,1.65,132.235933
11363,CC1=CC2CC1C1OC21,CC1CC2CC1C1OC21,-385.418332,-386.6356,1,1.62,131.7082075
11364,CC1=CC2OC1C1CC21,CC1CC2OC1C1CC21,-385.415637,-386.636612,1,1.62,141.440936
11365,CC1=CC2OC1C1NC21,CC1CC2OC1C1NC21,-401.446895,-402.667948,1,1.61,141.645725
11366,CC1=CC2OC1C1OC21,CC1CC2OC1C1OC21,-421.317789,-422.539391,1,1.6,143.0871245
11367,CC1=CC2CC1C2(C)C,CC1CC2CC1C2(C)C,-350.690477,-351.91056,1,1.62,139.09899
11368,CC1=CC2CC1C2(C)O,CC1CC2CC1C2(C)O,-386.617027,-387.836695,1,1.6,138.0094075
11369,CC1=CC2OC1C2(C)C,CC1CC2OC1C2(C)C,-386.595606,-387.820049,1,1.6,150.54617
11370,CC1=CC2OC1C2(C)O,CC1CC2OC1C2(C)O,-422.516301,-423.744789,1,1.57,161.1663175
11371,CC1=CC2CC1C21CC1,CC1CC2CC1C21CC1,-349.463612,-350.689989,1,1.65,155.623887
11372,CC1=CC2CC1C21CO1,CC1CC2CC1C21CO1,-385.377857,-386.604156,1,1.62,155.419098
11373,CC1=CC2OC1C21CC1,CC1CC2OC1C21CC1,-385.362206,-386.592455,1,1.62,165.789823
11374,CC1=CC2OC1C21CN1,CC1CC2OC1C21CN1,-401.403067,-402.632287,1,1.61,163.0881835
11375,CC1=CC2OC1C21CO1,CC1CC2OC1C21CO1,-421.276905,-422.505823,1,1.6,162.2952825
11376,CC1=CC2CC1C2C=O,CC1CC2CC1C2CO,-385.409264,-387.826338,2,3.2,108.784967
11377,CC1=CC2OC1C2C=O,CC1CC2OC1C2CO,-421.311117,-423.733997,2,3.15,116.4067935
11378,CC1=CC2CC1C=C2C,CC1CC2CC1CC2C,-349.51702,-351.950147,2,3.25,129.8585428
11379,CC1=CC2OC1C=C2C,CC1CC2OC1CC2C,-385.41524,-387.860472,2,3.2,145.7493815
11380,CC1=CC2CC1C=CC2,CC1CC2CC1CCC2,-349.537312,-351.9551,2,3.25,109.7222705
11381,CC1=CC2CC=CC1O2,CC1CC2CCCC1O2,-385.44057,-387.865674,2,3.2,119.3263495
11382,CC1=CC2CC1CC2=O,CC1CC2CC1CC2O,-385.468429,-387.866919,2,3.2,84.388821
11383,CC1=CC2OC1CC2=O,CC1CC2OC1CC2O,-421.369495,-423.777566,2,3.15,96.96627875
11384,CC1=CC2CC1CC=C2,CC1CC2CC1CCC2,-349.536676,-351.9551,2,3.25,110.5571795
11385,CC1=CC2CC1CCC2,CC1CC2CC1CCC2,-350.747428,-351.9551,1,1.62,106.5139095
11386,CC1=CC2CC1CCO2,CC1CC2CC1CCO2,-386.649207,-387.858876,1,1.6,111.757033
11387,CC1=CC2CC1COC2,CC1CC2CC1COC2,-386.647226,-387.859232,1,1.6,117.8928265
11388,CC1=CC2CC1OCC2,CC1CC2CC1OCC2,-386.648865,-387.858316,1,1.6,111.184674
11389,CC1=CC2CC1OCO2,CC1CC2CC1OCO2,-422.55656,-423.768357,1,1.57,117.344097
11390,CC1=CC2CCCC1O2,CC1CC2CCCC1O2,-386.654549,-387.865674,1,1.6,115.579761
11391,CC1=CC2CCOC1O2,CC1CC2CCOC1O2,-422.562333,-423.775223,1,1.57,120.2137685
11392,CC1=CC2COCC1O2,CC1CC2COCC1O2,-422.552512,-423.767924,1,1.57,126.8352795
11393,CC1=CC2OC1CCO2,CC1CC2OC1CCO2,-422.562118,-423.775566,1,1.57,121.6787975
11394,CC1=CC2CC2(C)C1=O,CC1CC2CC2(C)C1O,-385.457624,-387.839574,2,3.2,62.675936
11395,CC1=CC2CC2(O)C1=O,CC1CC2CC2(O)C1O,-421.367636,-423.751434,2,3.15,65.101898
11396,CC1=CC2NC2(C)C1=O,CC1CC2NC2(C)C1O,-401.490635,-403.885547,2,3.17,79.6918015
11397,CC1=CC2OC2(C)C1=O,CC1CC2OC2(C)C1O,-421.360194,-423.757792,2,3.15,83.217848
11398,CC1=CN2CC2(C)C1=O,CC1CN2CC2(C)C1O,-401.492479,-403.873034,2,3.17,60.84464975
11399,CC1=CC2CC2C(=O)C1,CC1CC2CC2C(O)C1,-385.454498,-387.842041,2,3.2,70.01814675
11400,CC1=CC2NC2C(=O)C1,CC1CC2NC2C(O)C1,-401.490379,-403.886845,2,3.17,81.731815
11401,CC1=CC2OC2C(=O)C1,CC1CC2OC2C(O)C1,-421.360252,-423.758326,2,3.15,83.842717
11402,CC1=CC2CC2C1(C)C,CC1CC2CC2C1(C)C,-350.722219,-351.921465,1,1.62,84.3914465
11403,CC1=CC2CC2C1(C)O,CC1CC2CC2C1(C)O,-386.638694,-387.84203,1,1.6,95.1297415
11404,CC1=CC2NC2C1(C)O,CC1CC2NC2C1(C)O,-402.675505,-403.87956,1,1.59,97.017476
11405,CC1=CC2OC2C1(C)C,CC1CC2OC2C1(C)C,-386.631372,-387.834701,1,1.6,95.111363
11406,CC1=CC2OC2C1(C)O,CC1CC2OC2C1(C)O,-422.546416,-423.751996,1,1.57,101.0213635
11407,CC1=CC2CC2C11CC1,CC1CC2CC2C11CC1,-349.496785,-350.697777,1,1.65,88.9755695
11408,CC1=CC2CC2C11CO1,CC1CC2CC2C11CO1,-385.408435,-386.610267,1,1.62,91.1809895
11409,CC1=CC2NC2C11CN1,CC1CC2NC2C11CN1,-381.571851,-382.778586,1,1.62,104.053816
11410,CC1=CC2NC2C11CO1,CC1CC2NC2C11CO1,-401.443302,-402.651177,1,1.61,107.046886
11411,CC1=CC2OC2C11CC1,CC1CC2OC2C11CC1,-385.405355,-386.613525,1,1.62,107.8214085
11412,CC1=CC2OC2C11CN1,CC1CC2OC2C11CN1,-401.443186,-402.65145,1,1.61,108.0682055
11413,CC1=CC2OC2C11CO1,CC1CC2OC2C11CO1,-421.313838,-422.523516,1,1.6,111.7806625
11414,CC1=CC2CC2C1C=O,CC1CC2CC2C1CO,-385.437868,-387.83165,2,3.2,78.208394
11415,CC1=CC2CN2C1C=O,CC1CC2CN2C1CO,-401.467449,-403.866607,2,3.17,85.265738
11416,CC1=CC2NC2C1C=O,CC1CC2NC2C1CO,-401.47488,-403.869302,2,3.17,79.048554
11417,CC1=CC2OC2C1C=O,CC1CC2OC2C1CO,-421.345465,-423.740741,2,3.15,80.1696425
11418,CC1=CC2CC2C2CC12,CC1CC2CC2C2CC12,-349.500262,-350.700688,1,1.65,87.4895365
11419,CC1=CC2CC2C2OC12,CC1CC2CC2C2OC12,-385.412565,-386.616604,1,1.62,96.975468
11420,CC1=CC2NC2C2NC12,CC1CC2NC2C2NC12,-381.572169,-382.779368,1,1.62,105.272048
11421,CC1=CC2NC2C2OC12,CC1CC2NC2C2OC12,-401.444328,-402.651621,1,1.61,105.518845
11422,CC1=CC2OC2C2CC12,CC1CC2OC2C2CC12,-385.413714,-386.61438,1,1.62,88.1196565
11423,CC1=CC2OC2C2NC12,CC1CC2OC2C2NC12,-401.444893,-402.651658,1,1.61,104.132581
11424,CC1=CC2OC2C2OC12,CC1CC2OC2C2OC12,-421.315902,-422.522964,1,1.6,104.9123545
11425,CC1=CC2CC2CC1=O,CC1CC2CC2CC1O,-385.455734,-387.83803,2,3.2,63.1301475
11426,CC1=CC2CN2CC1=O,CC1CC2CN2CC1O,-401.481959,-403.868189,2,3.17,68.294506
11427,CC1=CC2OC2CC1=O,CC1CC2OC2CC1O,-421.364523,-423.760585,2,3.15,81.201464
11428,CC1=CN2CC2CC1=O,CC1CN2CC2CC1O,-401.482591,-403.868102,2,3.17,67.35063875
11429,CC1=CC2CC3(C)C2C13,CC1CC2CC3(C)C2C13,-349.492814,-350.703762,1,1.65,115.1150475
11430,CC1=CC2CC3(O)C2C13,CC1CC2CC3(O)C2C13,-385.406315,-386.618237,1,1.62,117.6722845
11431,CC1=CC2OC3(C)C2C13,CC1CC2OC3(C)C2C13,-385.396837,-386.611114,1,1.62,123.855337
11432,CC1=CC2CC3C(C2)C13,CC1CC2CC3C(C2)C13,-349.539027,-350.739727,1,1.65,88.2089235
11433,CC1=CC2CC3C(O2)C13,CC1CC2CC3C(O2)C13,-385.43952,-386.64258,1,1.62,94.4051035
11434,CC1=CC2OC3C(O2)C13,CC1CC2OC3C(O2)C13,-421.343294,-422.547799,1,1.6,98.198951
11435,CC1=CC2CC3C1C23C,CC1CC2CC3C1C23C,-349.49336,-350.70292,1,1.65,111.4708535
11436,CC1=CC2CC3C1C23O,CC1CC2CC3C1C23O,-385.405983,-386.614588,1,1.62,108.963501
11437,CC1=CC2OC3C1C23C,CC1CC2OC3C1C23C,-385.393408,-386.606406,1,1.62,120.4973225
11438,CC1=CC2OC3C1C23O,CC1CC2OC3C1C23O,-421.304504,-422.517201,1,1.6,119.707047
11439,CC1=CC2CC3C2C13C,CC1CC2CC3C2C13C,-349.491988,-350.703041,1,1.65,115.390725
11440,CC1=CC2CC3C2C13O,CC1CC2CC3C2C13O,-385.403813,-386.61517,1,1.62,116.188877
11441,CC1=CC2OC3C2C13C,CC1CC2OC3C2C13C,-385.392144,-386.606695,1,1.62,124.574724
11442,CC1=CC2OC3C2C13O,CC1CC2OC3C2C13O,-421.302729,-422.517636,1,1.6,125.509402
11443,CC1=CC2CC3C2CC13,CC1CC2CC3C2CC13,-349.490266,-350.699203,1,1.65,109.835167
11444,CC1=CC2CC3C2OC13,CC1CC2CC3C2OC13,-385.396674,-386.609964,1,1.62,121.2639685
11445,CC1=CC2OC3C2CC13,CC1CC2OC3C2CC13,-385.397606,-386.612102,1,1.62,124.4303215
11446,CC1=CC2OC3C2OC13,CC1CC2OC3C2OC13,-421.303051,-422.52076,1,1.6,132.866053
11447,CC1=CC2CC3CC1C23,CC1CC2CC3CC1C23,-349.499951,-350.704007,1,1.65,97.0201015
11448,CC1=CC2CC3OC1C23,CC1CC2CC3OC1C23,-385.408563,-386.617144,1,1.62,108.900489
11449,CC1=CC2OC3CC1C23,CC1CC2OC3CC1C23,-385.40953,-386.615532,1,1.62,102.1293245
11450,CC1=CC2CC3CC2C13,CC1CC2CC3CC2C13,-349.513788,-350.724356,1,1.65,114.1173575
11451,CC1=CC2CC3OC2C13,CC1CC2CC3OC2C13,-385.418955,-386.628344,1,1.62,111.021893
11452,CC1=CC2OC3CC2C13,CC1CC2OC3CC2C13,-385.418492,-386.631732,1,1.62,121.1326935
11453,CC1=CC2CC=CC2C1,CC1CC2CCCC2C1,-349.543286,-351.953208,2,3.25,99.396179
11454,CC1=CC2CCC(C1)O2,CC1CC2CCC(C1)O2,-386.659998,-387.861492,1,1.6,90.2935705
11455,CC1=CC2CCC(C2)C1,CC1CC2CCC(C2)C1,-350.751538,-351.958182,1,1.62,103.8148955
11456,CC1=CC2COC(C1)O2,CC1CC2COC(C1)O2,-422.570545,-423.774284,1,1.57,96.187818
11457,CC1=CC2COC(C2)C1,CC1CC2COC(C2)C1,-386.658917,-387.865418,1,1.6,103.439449
11458,CC1=CC2CC1(C)CO2,CC1CC2CC1(C)CO2,-386.644083,-387.859433,1,1.6,126.6724985
11459,CC1=CC2CC1(O)CO2,CC1CC2CC1(O)CO2,-422.558288,-423.774111,1,1.57,127.91436
11460,CC1=CC2CCC1(C)C2,CC1CC2CCC1(C)C2,-350.741745,-351.953529,1,1.62,117.3099655
11461,CC1=CC2CCC1(C)O2,CC1CC2CCC1(C)O2,-386.651223,-387.867058,1,1.6,127.945866
11462,CC1=CC2CCC1(O)C2,CC1CC2CCC1(O)C2,-386.656888,-387.870033,1,1.6,120.883271
11463,CC1=CC2COC1(C)C2,CC1CC2COC1(C)C2,-386.647547,-387.863394,1,1.6,127.977372
11464,CC1=CC2COC1(C)O2,CC1CC2COC1(C)O2,-422.56004,-423.780582,1,1.57,140.3040945
11465,CC1=CC2OCC1(C)O2,CC1CC2OCC1(C)O2,-422.557267,-423.777383,1,1.57,139.1856315
11466,CC1=CC2CCC1C2=O,CC1CC2CCC1C2O,-385.463256,-387.864316,2,3.2,87.7625885
11467,CC1=CC2COC1C2=O,CC1CC2COC1C2O,-421.360172,-423.770704,2,3.15,100.1969565
11468,CC1=CC2OCC1C2=O,CC1CC2OCC1C2O,-421.360854,-423.769318,2,3.15,97.4821895
11469,CC1=CC2CCC1CC2,CC1CC2CCC1CC2,-350.749098,-351.954923,1,1.62,101.664611
11470,CC1=CC2CCC1CO2,CC1CC2CCC1CO2,-386.652075,-387.859899,1,1.6,106.9129855
11471,CC1=CC2CCC1OC2,CC1CC2CCC1OC2,-386.651776,-387.860027,1,1.6,108.034074
11472,CC1=CC2COC1CO2,CC1CC2COC1CO2,-422.551872,-423.764582,1,1.57,119.7411785
11473,CC1=CC2COC1OC2,CC1CC2COC1OC2,-422.560707,-423.772562,1,1.57,117.496376
11474,CC1=CC2OCC1CO2,CC1CC2OCC1CO2,-422.560732,-423.771647,1,1.57,115.028406
11475,CC1=CC2CCC2(C)C1,CC1CC2CCC2(C)C1,-350.726111,-351.927537,1,1.62,90.1150365
11476,CC1=CC2CCC2(O)C1,CC1CC2CCC2(O)C1,-386.641596,-387.847366,1,1.6,101.5202085
11477,CC1=CC2COC2(C)C1,CC1CC2COC2(C)C1,-386.638437,-387.840173,1,1.6,90.9289415
11478,CC1=CC2OCC2(C)C1,CC1CC2OCC2(C)C1,-386.633789,-387.836603,1,1.6,93.7592305
11479,CC1=CC2OCC2(O)C1,CC1CC2OCC2(O)C1,-422.549126,-423.753857,1,1.57,98.792314
11480,CC1=CC2CCC2C1=O,CC1CC2CCC2C1O,-385.457257,-387.836251,2,3.2,58.795447
11481,CC1=CC2COC2C1=O,CC1CC2COC2C1O,-421.358213,-423.743319,2,3.15,66.818975
11482,CC1=CC2OCC2C1=O,CC1CC2OCC2C1O,-421.362767,-423.748771,2,3.15,67.9978245
11483,CC1=CC2CCC=C2C1,CC1CC2CCCC2C1,-349.535108,-351.953208,2,3.25,110.1318485
11484,CC1=CC2CCCC2C1,CC1CC2CCCC2C1,-350.749868,-351.953208,1,1.62,95.1402435
11485,CC1=CC2CCOC2C1,CC1CC2CCOC2C1,-386.658412,-387.862213,1,1.6,96.350599
11486,CC1=CC2COCC2C1,CC1CC2COCC2C1,-386.654557,-387.85708,1,1.6,92.99521
11487,CC1=CC2OCOC2C1,CC1CC2OCOC2C1,-422.569487,-423.773109,1,1.57,95.8806345
11488,CC1=CC=C(C)COC1,CC1CCC(C)COC1,-386.632608,-389.041714,2,3.15,98.324975
11489,CC1=CC=CC(=O)CC1,CC1CCCC(O)CC1,-385.463411,-389.056112,3,4.72,79.983232
11490,CC1=CC=CC(C)=CC1,CC1CCCC(C)CC1,-349.534188,-353.139211,3,4.79,90.76703567
11491,CC1=CC=CC2CC1C2,CC1CCCC2CC1C2,-349.512186,-351.924108,2,3.25,102.021679
11492,CC1=CC=CC2CC1O2,CC1CCCC2CC1O2,-385.417921,-387.838684,2,3.2,113.6277018
11493,CC1=CC=CC2CC2C1,CC1CCCC2CC2C1,-349.509676,-351.922037,2,3.25,102.5979762
11494,CC1=CC=CC2OC2C1,CC1CCCC2OC2C1,-385.419259,-387.833651,2,3.2,105.2641715
11495,CC1=CC=CC=C(C)C1,CC1CCCCC(C)C1,-349.536123,-353.139363,3,4.79,89.2066135
11496,CC1=CC=CC=CC=C1,CC1CCCCCCC1,-348.312969,-353.130495,4,6.39,97.87470175
11497,CC1=CC=CC=CCC1,CC1CCCCCCC1,-349.517196,-353.130495,3,4.79,98.009915
11498,CC1=CC=CCC(=O)C1,CC1CCCCC(O)C1,-385.463774,-389.056224,3,4.72,79.76356517
11499,CC1=CC=CCC2CC12,CC1CCCCC2CC12,-349.508409,-351.916911,2,3.25,97.532074
11500,CC1=CC=CCC2OC12,CC1CCCCC2OC12,-385.417599,-387.833333,2,3.2,107.025882
11501,CC1=CC=CCC=CC1,CC1CCCCCCC1,-349.509246,-353.130495,3,4.79,104.96749
11502,CC1=CC=CCCC1=O,CC1CCCCCC1O,-385.461861,-389.055278,3,4.72,80.60985133
